,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Дорога:  Октябрьская,,,,,,,,,Прогноз погоды:,,,,,,Thu 21/Nov/,,,,-,Sat 23/Nov/ 2024 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Волх,Волховстрой,*,,,,,· *,Sun 01 Jan,Sat 00 Jan,Sat 00 Jan,Sat 00 Jan,Sat 00 Jan,Sun 01 Jan,###############################################################################################################################################################################################################################################################,Sat 00 Jan,###############################################################################################################################################################################################################################################################,Sat 00 Jan,###############################################################################################################################################################################################################################################################,Sun 01 Jan,Mon 02 Jan,Mon 02 Jan,Mon 02 Jan,Mon 02 Jan,Mon 02 Jan,Sun 01 Jan,Wed 11 Jan,Wed 11 Jan,Sun 08 Jan,Tue 17 Jan,Mon 16 Jan,Sat 14 Jan,Sat 00 Jan,Sat 00 Jan,Sat 00 Jan,Sat 00 Jan,Sat 00 Jan,Sat 00 Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Волх,Тихвин,,,,,,,Sat 00 Jan,Sat 00 Jan,Sat 00 Jan,Sat 00 Jan,Sat 00 Jan,Sat 00 Jan,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,Sun 01 Jan,Mon 02 Jan,Mon 02 Jan,Mon 02 Jan,Mon 02 Jan,Mon 02 Jan,Mon 02 Jan,Tue 10 Jan,Mon 09 Jan,Fri 06 Jan,Sun 15 Jan,Sun 15 Jan,Sat 14 Jan,Sat 00 Jan,Sat 00 Jan,Sat 00 Jan,Sat 00 Jan,Sat 00 Jan,Sat 00 Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Волх,Бабаево,,,,,,,00,00,00,00,00,00,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Волх,Нелазское,,,,,,,0,0,0,0,0,0,-7,-0.5,-5.8,-1.9,-5.7,-2.2,4,4,4,4,4,4,8,6,5,8,11,11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Волх,Хвойная,,,,,,,0,0,0,0,0,0,-6.3,-0.4,-5.4,-1.7,-5.1,-1.4,4,4,4,4,3,3,10,9,7,13,16,14,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Волх,Лодейное Поле,*,· *,,,· *,· *,1,1,0,0,1,2,-6.8,0.8,-5.4,-0.5,-2.6,1.2,7,7,6,6,6,6,11,9,6,16,15,14,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Петр,Петрозаводск,*,,,,,· *,1,0,0,0,0,1,-7.4,0.2,-5.9,-0.4,-2.5,1.3,12,11,11,11,11,9,12,10,8,17,17,13,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Петр,Медвежья Гора,*,,,,· *,· *,1,0,0,0,2,2,-12.6,-1,-9.7,-0.9,-2.9,0.9,20,20,20,20,20,15,12,10,5,18,17,13,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Петр,Беломорск,,,,· *,· *,· *,0,0,0,1,2,3,-10.2,-1.7,-5.9,0.5,-2.5,2.5,24,24,24,23,22,13,12,13,10,20,21,15,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Петр,Кемь,,*,,· *,· *,· *,0,1,0,1,3,2,-10.9,-2.7,-7.1,0,-2.7,2.7,0,0,0,0,0,0,13,13,10,20,21,14,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Петр,Костомукша,,*,,· *,· *,· *,0,1,0,4,6,3,-9.2,-1.8,-9.7,0.1,-2.3,2.1,23,24,23,24,21,12,12,12,13,17,20,14,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Петр,Сортавала,*,,,· *,· *,· *,1,0,0,3,3,8,-4.4,1.9,-4.6,2.4,-0.9,3.2,0,0,0,0,0,0,10,9,8,16,15,13,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мурм,Кандалакша,*,· *,,· *,· *,· *,1,1,0,6,10,2,-6.3,-0.1,-8.1,-0.2,-2.2,3,0,0,0,0,0,0,12,8,2,14,13,12,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мурм,Апатиты,**,**,,**,***,· *,3,3,0,4,12,2,-10.9,-1.1,-10.9,-2.2,-4.2,1.8,0,0,0,0,0,0,8,10,2,14,11,11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мурм,Оленегорск,*,*,,**,***,· *,1,1,0,3,6,2,-7.7,-1.4,-11.8,-1.7,-3.7,2.2,32,32,32,33,34,23,15,9,3,15,14,14,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мурм,Полярный Круг,,· *,,· *,· *,· *,0,1,0,4,8,2,-6.6,-0.7,-6.7,0,-2,3.2,0,0,0,0,0,0,12,9,5,15,14,14,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мурм,Мурманск,**,· *,,**,**,· *,2,2,0,4,3,2,-6.1,0.3,-8.3,-1.7,-3.7,3.4,22,22,22,25,26,18,17,14,9,15,14,16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мурм,Магнетиты,**,· *,,**,**,· *,2,2,0,3,3,1,-6.3,0.3,-8.4,-1.7,-3.7,3.4,24,24,24,26,27,18,17,13,7,15,13,16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Регион,,,,Вид осадков.,,,,"Осадки, мм/12ч.",,,,,,"Температура возд, гр.С.",,,,,,"Высота снега,см",,,,,,"Порывы ветра, м/с",,,,,,,Гололед,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Станция,45623.375,,45624.375,,45625.375,,45623.375,,45624.375,,45625.375,,45623.375,,45624.375,,45625.375,,45623.375,,45624.375,,45625.375,,45623.375,,45624.375,,45625.375,,45623.375,,45624.375,,45625.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,н,д,н,д,н,д,н,д,н,д,н,д,н,д,н,д,н,д,н,д,н,д,н,д,н,д,н,д,н,д,н,д,н,д,н,д,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Моск,Москва,,,,· *,**,· *,0,0,0,2,2,1,-3.9,0.1,-6.4,0,-4,0.2,5,5,5,0,0,0,4,4,3,5,2,10,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Моск,Тверь,,*,,· *,*,*,0,1,0,3,1,1,-8.7,-1.1,-3.3,0.3,-5.5,0.7,14,14,14,0,0,0,8,5,6,6,4,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Моск,Бологое,*,,,· *,· *,,1,0,0,3,2,0,-6.6,1.1,-2.6,0.9,-2.2,0.8,5,5,4,0,0,0,10,10,7,6,7,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Моск,Сонково,,*,,· *,**,*,0,1,0,2,2,1,-7.3,-1.1,-3.2,0.2,-3.5,0.4,4,4,4,0,0,0,9,7,7,6,5,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Моск,Ржев,,*,*,· *,**,*,0,1,1,4,2,1,-9.2,-1.2,-3.7,0.1,-3.9,0.8,9,9,9,0,0,0,7,6,7,8,6,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
С.-Петер,Чудово,· *,,,· *,· *,,3,0,0,3,1,0,-3,3.1,-1.2,1.1,-1.8,2.2,4,3,2,2,2,2,11,10,7,3,9,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
С.-Петер,Малая Вишера,**,,,· *,· *,,4,0,0,3,1,0,-3.6,2.5,-1.8,1.1,-1.8,1.7,5,4,3,3,3,2,10,11,7,4,9,8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
С.-Петер,Тосно,· *,· *,,· *,· *,,1,1,0,2,1,0,-2,3.4,-0.5,1.5,-1.2,2.7,2,1,1,1,1,1,12,10,6,2,10,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
С.-Петер,Санкт-Петербург,·,·,,· *,· *,,1,1,0,1,1,0,-0.7,4.8,1.7,3.7,0.1,3.1,1,1,1,1,1,1,12,11,6,2,8,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
С.-Петер,Мга,· *,· *,,· *,· *,,1,1,0,1,1,0,-1.8,3.6,0.4,2.4,-0.8,2.9,2,1,9,9,9,9,12,11,6,3,9,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
С.-Петер,Зеленогорск,· *,·,·,· *,,,1,1,1,1,0,0,0.3,5.4,2.5,4.5,-0.4,1.8,0,0,,,,,13,12,6,2,8,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
С.-Петер,Выборг,·,·,·,·,,,2,2,2,1,0,0,2.2,6.5,3,5.1,-1.3,1,0,0,,,,,13,13,5,6,9,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
С.-Петер,Приозерск,· *,·,·,· *,,,1,2,2,1,0,0,0.2,5.8,2.3,4.3,-2.3,0.6,0,0,36,35,35,35,11,12,3,5,8,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СПб-В,Дно,· *,,· *,· *,· *,,2,0,2,1,1,0,-2.4,3.7,-2.2,1.8,-1.3,2.4,5,3,3,2,2,2,11,10,8,4,8,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СПб-В,Великие Луки,**,,· *,· *,· *,,4,0,1,4,2,0,-4.4,2.3,-1.2,1.3,-1.8,2.1,3,2,2,0,0,0,6,8,9,6,9,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СПб-В,Псков,,,· *,· *,· *,,0,0,2,1,1,0,-1.3,3.8,-1.2,2.3,-0.5,3.2,2,2,21,21,21,20,11,10,8,3,8,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СПб-В,Гатчина,,· *,,· *,,,0,1,0,2,0,0,-1.3,3.7,0.3,2.3,-0.7,2.9,2,1,1,1,1,1,11,10,6,2,9,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СПб-В,Усть-Луга,·,·,·,· *,· *,,2,1,1,2,1,0,0.9,6,2.1,4.1,1,3.3,0,0,,,,,13,12,5,4,8,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Волх,Волховстрой,· *,· *,,· *,· *,,3,1,0,1,1,0,-2.8,2.9,0,2,-1,2.9,3,2,2,1,1,1,11,11,8,4,9,8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Волх,Тихвин,**,,,· *,· *,,4,0,0,1,1,0,-3.7,2.3,-0.4,1.6,-1.7,1.5,4,4,3,2,2,2,9,11,8,4,9,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Волх,Бабаево,*,· *,· *,· *,· *,*,1,1,1,1,1,1,-8.8,1,-1.1,1,-2,0.9,12,12,9,7,7,6,10,9,8,3,7,10,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Волх,Нелазское,,· *,· *,· *,· *,*,0,1,1,1,2,1,-6.1,-0.3,-2.3,0.7,-2.5,0.8,4,4,4,3,4,4,10,8,7,4,5,10,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Волх,Хвойная,*,,,· *,· *,,1,0,0,2,2,0,-6,1.2,-1.7,0.6,-2,0.9,4,4,3,3,4,3,9,11,7,4,7,8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Волх,Лодейное Поле,**,· *,· *,,*,,4,1,2,0,1,0,-3.3,2.4,0.2,2.2,-1.2,2.1,8,7,5,4,3,3,10,11,9,4,10,8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Петр,Петрозаводск,· *,· *,· *,· *,*,,1,1,2,1,1,0,-2.8,2.4,0.3,2.5,-1.4,0.6,9,8,5,4,4,4,10,12,8,4,9,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Петр,Медвежья Гора,· *,,· *,· *,,,1,0,1,1,0,0,-2.3,1.9,-0.7,1.3,-6.1,-3.6,16,13,9,8,7,7,10,11,7,4,10,10,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Петр,Беломорск,· *,· *,· *,,,,1,2,2,0,0,0,-0.9,2.8,-1.2,0.8,-5,-3,9,6,6,6,6,5,11,12,8,8,12,13,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Петр,Кемь,,· *,*,,,,0,2,1,0,0,0,-0.7,2.3,-3.8,-1.8,-6.1,-4.1,0,0,19,19,19,18,11,12,7,9,12,14,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Петр,Костомукша,· *,· *,*,,,,2,2,1,0,0,0,-0.3,2.6,-4.8,-2.8,-7.6,-5.6,8,5,4,4,4,4,11,9,6,9,12,11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Петр,Сортавала,· *,·,· *,· *,,,1,2,1,1,0,0,0.7,5.2,1.4,3.5,-2.2,0.1,0,0,,,,,12,11,4,5,11,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мурм,Кандалакша,· *,· *,,,,,1,3,0,0,0,0,0.5,2.5,-5.3,-0.8,-7.4,-3.1,0,0,,,,,10,12,6,12,16,12,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мурм,Апатиты,· *,· *,,*,*,**,2,6,0,1,1,2,-0.5,1.5,-8.3,-3.1,-10.1,-4,0,0,38,39,39,39,10,9,4,10,14,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мурм,Оленегорск,· *,· *,,*,**,*,1,4,0,1,2,1,-0.4,1.8,-9.4,-3.3,-10.9,-4,14,12,12,12,14,14,9,7,7,12,14,10,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мурм,Полярный Круг,· *,· *,,,,,1,3,0,0,0,0,0.6,2.6,-4.6,-0.4,-6.8,-3.1,0,0,,,,,11,12,6,11,15,12,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мурм,Мурманск,,· *,,*,**,**,0,2,0,1,2,2,-0.2,2.2,-7,-2.5,-10,-1.8,10,8,8,9,10,11,12,15,15,14,16,12,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мурм,Магнетиты,· *,· *,,*,**,**,1,2,0,1,2,2,-0.2,2.2,-6.9,-2.5,-9.8,-2.1,11,8,8,9,10,11,11,14,14,13,15,12,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
